Gender,Age,Height,Weight,BMI
Female,30,67.0808,107.6561,저체중
Female,20,68.91211,118.4631,저체중
Female,35,63.59144,128.4961,정상
Female,29,68.81852,150.2385,정상
Male,35,65.96684,139.8666,정상
Male,20,68.01035,122.6358,정상
Female,18,67.85106,131.9627,정상
Female,28,71.04479,120.0601,저체중
Male,29,67.7153,127.9327,정상
Female,30,67.84737,124.7808,정상
Female,21,67.83905,112.9329,저체중
Male,25,69.74146,147.4557,정상
Female,28,67.97724,117.8599,저체중
Female,25,,128.2833,
Female,33,66.84059,127.2334,정상
Female,26,68.48567,132.5849,정상
Female,29,68.14535,126.5979,정상
Male,18,65.41341,114.3991,정상
Male,23,70.53582,139.0164,정상
Male,20,69.15586,115.9193,
Female,25,66.44247,117.9539,정상
Male,27,66.25178,120.6345,정상
Female,22,69.06165,131.7664,정상
Female,19,67.22249,125.729,정상
Female,20,66.43324,129.5693,정상
Female,22,,130.8579,
Female,21,68.44759,124.3484,정상
Female,26,70.12447,138.252,정상
Female,23,69.8081,119.0553,저체중
Male,27,66.66426,111.126,저체중
Female,34,69.07965,124.0522,저체중
Female,35,65.75374,127.0394,정상
Female,19,67.98129,133.4278,정상
Male,35,67.91274,136.145,정상
Female,25,70.14506,127.6122,저체중
Female,25,71.66221,143.7339,정상
Female,21,67.31462,126.7645,정상
Female,21,66.85489,125.1375,정상
Male,22,66.2073,127.1956,정상
Male,31,67.88187,127.862,정상
Female,33,69.45561,122.6111,저체중
Female,19,69.68169,129.665,정상
Female,34,66.81274,120.6235,정상
Male,30,67.39812,120.5257,정상
Female,24,68.31286,127.2671,정상
Female,18,68.85197,127.0149,정상
Female,24,70.87098,136.8526,정상
Male,20,69.29233,138.6572,정상
Female,27,68.53017,120.753,저체중
Female,19,66.20327,126.655,정상
Male,27,69.44148,139.7399,정상
Male,23,65.62755,111.5919,저체중
Female,26,70.36911,144.6446,정상
Male,19,68.25511,126.5607,정상
Female,35,70.74579,137.4108,정상
Female,27,69.32344,129.5371,정상
Male,34,72.37667,135.5361,저체중
Male,28,66.5913,126.8375,정상
Male,18,68.1977,108.343,저체중
Male,23,67.73534,132.0269,정상
Male,35,65.65796,135.0314,정상
Male,31,68.33944,126.1502,정상
Male,29,67.98774,126.5783,정상
Male,27,68.54596,132.9952,정상
Male,22,68.38063,122.207,저체중
Female,29,70.22056,140.0847,정상
Female,27,70.02586,143.8558,정상
Female,33,67.93956,129.5068,정상
Male,32,66.14777,133.4099,정상
Female,30,70.69657,133.1874,정상
Female,34,68.46672,116.0821,저체중
Male,23,66.11868,107.6714,저체중
Female,18,68.98878,119.9309,저체중
Male,18,65.43912,110.8787,저체중
Female,23,69.24822,122.2722,저체중
Male,27,66.94932,119.4308,정상
Male,32,69.8028,155.9683,정상
Female,19,70.60933,134.2835,정상
Female,28,64.78426,96.84397,저체중
Female,30,66.84264,111.5454,저체중
Female,19,68.86833,132.5776,정상
Female,20,66.94365,122.2372,정상
Female,21,68.80139,114.8579,저체중
Female,18,68.53662,138.1599,정상
Male,29,67.54398,115.7562,저체중
Male,31,65.80968,107.5309,저체중
Male,19,69.44019,146.7688,정상
Female,26,72.46054,139.538,정상
Male,26,67.09188,119.9537,정상
Female,29,71.46543,129.3841,저체중
Female,23,66.06765,112.5487,저체중
Male,20,70.96886,145.5672,정상
Male,21,68.75285,140.7801,정상
Female,20,65.12147,132.9884,정상
Female,25,69.29005,137.3932,정상
Male,31,69.67431,128.0475,정상
Male,35,67.58498,125.6642,정상
Male,22,63.26666,109.048,정상
Male,33,66.60384,138.8578,정상
Male,30,66.83134,146.1347,정상
Female,25,65.56701,106.8728,저체중
Female,22,69.4336,141.0332,정상
Male,32,69.83412,137.6869,정상
Male,32,66.49534,128.6661,정상
Female,29,69.30191,136.9649,정상
Female,29,70.37349,131.559,정상
Male,24,68.28454,107.5659,저체중
Male,29,67.51385,122.6429,정상
Male,26,67.58383,117.5512,저체중
Male,34,68.68046,132.6414,정상
Female,21,68.31025,107.7211,저체중
Female,30,66.68274,117.1056,정상
Male,34,69.13988,109.5238,저체중
Female,28,66.6069,107.7197,저체중
Female,21,67.71554,117.3417,저체중
Female,32,72.5178,142.1602,정상
Female,33,70.39659,133.5727,정상
Male,32,65.92367,110.1202,저체중
Male,31,68.63932,141.4085,정상
Male,18,66.27944,102.8787,저체중
Male,35,68.09404,107.0729,저체중
Male,25,62.77861,110.8067,정상
Female,29,66.02558,123.5278,정상
Female,25,69.11022,122.7845,저체중
Male,33,67.14077,126.2096,정상
Female,31,69.85347,107.1566,저체중
Female,24,63.72249,101.0392,저체중
Female,24,64.66334,123.9993,정상
Male,29,69.61292,122.092,저체중
Female,20,69.72279,128.8986,정상
Male,21,67.76397,134.59,정상
Male,20,66.74961,140.8048,정상
Male,33,66.67181,114.3215,저체중
Male,27,67.69057,123.4607,정상
Female,26,68.39115,124.7738,정상
Male,20,67.31796,136.8823,정상
Male,28,68.69023,125.262,정상
Male,23,70.04462,136.1957,정상
Female,21,70.19356,148.1844,정상
Female,30,69.12451,133.6843,정상
Male,27,67.56314,124.4263,정상
Female,31,67.66596,122.3849,정상
Male,22,65.98485,136.0888,정상
Female,33,68.9407,133.1295,정상
Male,20,72.42506,136.0244,저체중
Female,20,66.60508,104.5026,저체중
Male,19,67.37321,124.8638,정상
Female,18,64.89494,119.6409,정상
Female,35,64.73669,111.0633,정상
Female,19,69.93102,124.5422,저체중
Male,21,70.69335,152.3325,정상
Male,33,64.91169,112.489,정상
Female,32,69.69729,122.2093,저체중
Male,20,63.56648,112.8596,정상
Male,34,67.29212,142.3005,정상
Male,28,68.3562,117.0085,저체중
Female,28,68.12976,123.0924,정상
Female,20,68.62582,115.3394,저체중
Male,20,66.8343,105.8407,저체중
Female,29,69.98616,122.6015,저체중
Male,29,67.44953,130.5904,정상
Male,25,69.67914,123.558,저체중
Female,20,67.13387,106.9958,저체중
Female,31,71.13815,140.6296,정상
Male,20,69.22959,142.3174,정상
Female,33,67.48473,122.8173,정상
Female,29,66.87485,118.1003,정상
Female,22,70.4596,130.9488,정상
Female,19,72.97347,148.319,정상
Male,31,67.16616,108.2369,저체중
Male,34,67.36668,123.3563,정상
Female,21,68.30287,117.9635,저체중
Male,23,68.08229,131.5261,정상
Female,34,68.94862,141.0023,정상
Male,28,68.47186,145.789,정상
Female,22,66.63803,120.2544,정상
Male,19,66.27658,119.9535,정상
Male,32,65.02396,117.4626,정상
Female,33,71.99598,129.1844,저체중
Female,22,68.04691,121.2735,저체중
Male,28,66.34711,114.8943,저체중
Male,24,63.8229,115.2754,정상
Female,23,65.95638,118.4989,정상
Female,32,68.23334,121.6989,저체중
Male,29,69.46635,123.2046,저체중
Male,18,68.44607,142.2776,정상
Male,31,69.20365,129.7053,정상
Female,19,65.63555,100.3371,저체중
Male,20,69.41412,127.8275,정상
Female,29,67.57457,126.7177,정상
Female,26,69.32559,147.9203,정상
Female,25,67.15965,129.7563,정상
Male,19,70.27834,139.5538,정상
Male,27,69.39938,121.1538,저체중
Male,35,69.78475,126.5296,저체중
Male,33,68.70946,134.4551,정상
Male,21,67.3998,121.8096,정상
Male,28,66.39262,117.1371,정상
Female,20,65.54597,126.8852,정상
Male,25,70.60879,147.0102,정상
Female,23,69.12623,136.913,정상
Female,21,66.72257,122.5503,정상
Male,23,67.40649,117.2019,저체중
Female,18,66.18815,121.8368,정상
Male,20,68.62091,121.9134,저체중
Female,31,70.1055,153.0944,정상
Male,33,65.48309,132.6901,정상
Male,33,68.80217,128.7584,정상
Male,22,67.71394,121.7097,정상
Male,31,66.57756,128.9506,정상
Male,27,67.61238,130.8714,정상
Female,22,67.23082,128.4602,정상
Male,35,67.08114,117.4463,저체중
Female,28,66.53761,122.2484,정상
Male,22,67.41405,126.4525,정상
Male,33,67.06676,131.406,정상
Male,25,60.8062,113.9145,정상
Female,24,68.97175,140.1085,정상
Male,20,72.75763,135.1411,저체중
Female,29,66.02447,110.7159,저체중
Male,26,68.71706,126.0198,정상
Female,23,69.58585,142.5501,정상
Male,21,68.96375,144.368,정상
Male,25,68.26381,140.3248,정상
Female,22,68.53173,133.5063,정상
Male,35,63.69299,127.3114,정상
Male,18,67.32224,144.3122,정상
Male,26,69.87332,136.2286,정상
Male,24,65.77657,121.8449,정상
Female,31,67.84042,129.3201,정상
Female,26,68.02586,127.7367,정상
Female,25,67.22709,124.1286,정상
Male,26,70.33705,113.399,저체중
Male,33,64.42061,119.5736,정상
Male,18,68.62922,134.0348,정상
Male,21,67.24371,139.2993,정상
Male,20,67.47488,128.9315,정상
Male,25,67.65179,143.8519,정상
Female,31,68.73059,133.2077,정상
Female,33,69.53168,141.696,정상
Female,27,67.76596,142.9992,정상
Male,18,68.6692,145.841,정상
Female,30,65.39292,101.1876,저체중
Female,33,67.21484,126.5562,정상
Female,31,67.39797,126.3908,정상
Male,21,68.43286,136.4691,정상
Female,35,66.50645,117.1767,정상
Female,18,65.10771,114.3875,정상
Male,22,70.25153,134.4531,정상
Male,19,64.65223,129.7684,정상
Female,20,68.39572,137.1362,정상
Female,30,65.58641,112.8512,저체중
Male,26,67.07497,134.1362,정상
Male,19,70.10614,127.5408,저체중
Male,25,66.44143,129.3753,정상
Male,20,69.08524,141.5455,정상
Female,27,66.99606,134.7843,정상
Male,20,64.84392,122.3505,정상
Male,19,68.7585,115.2365,저체중
Male,28,67.03556,143.0013,정상
Female,20,69.10705,125.3759,저체중
Male,27,68.21709,136.4534,정상
Male,18,67.54954,99.21333,저체중
Male,35,70.05957,138.7376,
Female,26,69.88409,131.7587,정상
Male,18,69.08434,130.7379,정상
Male,23,68.81191,138.1377,
Female,18,70.22844,133.4575,정상
Male,20,63.67519,114.2171,정상
Male,30,69.40968,,
Male,23,67.36179,129.458,정상
Female,29,69.9419,131.7153,정상
Female,34,68.44902,122.7104,저체중
Male,18,67.76199,127.8066,정상
Male,26,,131.6387,
Female,21,67.97947,133.6018,정상
Female,33,69.83727,126.7482,저체중
Male,34,66.62896,124.7778,정상
Male,27,69.77866,128.9596,정상
Female,24,69.32719,120.7591,저체중
Male,28,68.81059,110.0003,저체중
Female,31,68.33355,123.5156,정상
Female,22,65.4258,116.0243,정상
Female,33,68.90712,136.1172,정상
Male,19,65.90871,100.8179,저체중
Female,24,69.61291,143.8929,정상
Male,28,65.97906,131.2483,정상
Male,25,64.15687,121.6986,정상
Male,33,68.2467,129.0825,정상
Male,31,67.07394,113.9007,저체중
Male,28,66.08619,123.5496,정상
Female,19,68.43739,107.3327,저체중
Female,31,69.43772,117.4397,저체중
Female,23,68.81411,140.5039,정상
Male,31,66.23749,130.4565,정상
Female,23,67.36339,135.7808,정상
Female,33,68.93254,121.3642,저체중
Female,24,67.86058,111.123,저체중
Female,18,68.66247,134.825,정상
Female,32,68.4129,130.3184,정상
Female,23,63.90356,101.9503,저체중
Female,19,69.56018,118.6513,저체중
Male,19,69.81143,117.3253,저체중
Female,26,68.55186,142.7701,정상
Female,19,66.14069,111.9785,저체중
Male,34,68.79393,127.0587,정상
Female,21,62.67467,108.2196,정상
Male,28,68.24157,126.3228,정상
Male,30,70.13299,125.7628,저체중
Male,28,68.83759,128.3162,정상
Male,30,69.20668,126.8811,정상
Female,30,63.01224,123.2124,정상
Male,27,68.7409,140.5609,정상
Male,20,66.94988,121.3932,정상
Female,23,70.13604,132.7095,정상
Female,19,68.11161,121.1428,저체중
Male,23,66.58893,118.2131,정상
Female,24,69.98813,128.2565,저체중
Female,34,66.52501,120.0478,정상
Male,23,65.2536,142.5526,정상
Male,29,68.66702,140.5596,정상
Female,18,71.383,149.9544,정상
Female,23,66.58224,123.0901,정상
Male,32,66.50775,122.9845,정상
Male,23,67.13954,113.5739,저체중
Male,27,68.33274,137.9826,정상
Female,25,66.69458,110.1558,저체중
Male,28,68.21523,113.6369,저체중
Female,31,66.0808,131.0879,정상
Male,33,69.46013,116.5407,저체중
Male,33,68.46971,128.2455,정상
Female,25,68.51333,101.2957,저체중
Male,25,69.10467,126.8762,정상
Male,32,67.91609,125.1615,정상
Male,24,67.02882,143.6948,정상
Female,29,66.08997,111.3684,저체중
Female,35,65.02401,130.3431,정상
Male,34,68.27428,121.8474,저체중
Male,27,67.35413,129.3491,정상
Female,20,66.36083,120.4201,정상
Male,18,68.43123,121.1875,저체중
Female,25,67.40001,121.7106,정상
Male,32,69.1343,143.8484,정상
Female,19,67.3171,139.03,정상
Female,26,73.1971,157.1585,정상
Female,31,68.39262,110.6509,저체중
Female,24,66.29361,129.1393,정상
Female,19,69.09153,123.9906,저체중
Male,20,68.08869,121.8243,저체중
Male,23,69.84933,128.1401,저체중
Female,25,67.6024,133.6571,정상
Male,18,69.71303,149.4977,정상
Male,25,66.84285,117.0056,저체중
Female,35,66.65337,112.7847,저체중
Male,19,68.88409,124.0698,저체중
Female,25,70.70338,119.2585,저체중
Female,34,66.20185,112.3781,저체중
Male,30,66.31546,119.0874,정상
Female,26,67.41672,113.6532,저체중
Male,29,69.90956,140.9595,정상
Female,25,67.68745,109.4462,저체중
Male,24,66.35603,124.8582,정상
Female,30,64.29036,129.8863,정상
Male,27,69.06878,146.3358,정상
Female,25,66.89343,136.7567,정상
Female,32,66.4584,98.04174,저체중
Male,35,68.8269,130.6512,정상
Male,33,66.65183,134.0198,정상
Male,31,63.84789,128.9473,정상
Male,34,65.79543,119.418,정상
Female,31,66.25942,94.20537,저체중
Female,32,68.35371,133.6204,정상
Female,18,70.8435,120.1922,저체중
Female,30,66.63549,116.47,저체중
Male,20,69.36633,142.61,정상
Male,28,67.36309,112.8032,저체중
Male,25,69.12732,120.6275,저체중
Female,31,65.03504,115.4154,정상
Male,28,69.06645,119.3467,저체중
Male,18,67.35099,126.3068,정상
Male,22,66.63538,125.8876,정상
Female,26,66.49659,127.904,정상
Male,29,69.098,124.0368,저체중
Male,33,68.42363,149.2454,정상
Male,34,68.12064,139.9387,정상
Female,26,69.58767,125.8239,저체중
Female,25,66.34056,125.5225,정상
Female,32,68.89947,153.7886,정상
Male,28,67.47147,142.1622,정상
Male,24,68.33028,135.5338,정상
Male,35,65.90128,135.2264,정상
Male,21,68.73695,127.4165,정상
Female,20,67.98409,122.7703,정상
Male,32,65.63064,109.6107,저체중
Male,30,68.03278,148.5683,정상
Male,29,68.65828,124.3302,정상
Female,20,68.63764,128.7478,정상
Male,23,67.32521,105.1839,저체중
Female,18,64.78784,126.1355,정상
Male,19,67.67246,130.4082,정상
Male,29,68.72131,139.5527,정상
Male,29,67.35886,107.6427,저체중
Male,31,68.01738,123.0304,정상
Female,30,67.93165,128.936,정상
Male,18,66.67783,123.5636,정상
Female,20,68.67803,136.5982,정상
Female,22,70.36756,134.6182,정상
Male,32,67.51615,132.9171,정상
Male,34,66.75303,132.5747,정상
Female,31,69.96302,127.5174,저체중
Male,22,66.93841,115.9348,저체중
Female,22,68.11271,130.5024,정상
Female,24,63.94913,114.6628,정상
Female,21,68.91814,147.3669,정상
Female,27,67.2232,,
Male,35,69.55046,133.7412,정상
Male,29,68.68863,129.8662,정상
Female,22,70.7747,138.641,정상
Female,19,69.07808,148.7933,정상
Male,34,68.33838,141.2387,정상
Male,32,65.5871,126.7083,정상
Male,23,69.2935,139.4127,정상
Female,25,68.89933,125.6523,
Male,27,65.81485,99.77933,저체중
Male,28,67.20659,125.993,정상
Male,25,66.51348,127.1042,정상
Male,26,67.55072,134.551,정상
Female,27,68.23821,118.6372,저체중
Male,19,66.4512,110.1362,저체중
Male,24,68.54449,141.4482,정상
Male,20,68.6177,122.9561,저체중
Female,18,64.08191,102.7885,저체중
Female,35,65.56492,123.1351,정상
Female,29,67.21104,115.6723,저체중
Male,21,66.10932,126.3925,정상
Male,26,68.9513,143.6607,정상
Female,29,67.49786,131.6653,정상
Female,20,67.93624,139.3751,정상
Male,34,65.95214,130.4147,정상
Female,19,68.68249,151.5916,정상
Male,27,69.18583,124.8504,저체중
Male,31,70.94061,142.0348,정상
Male,22,69.47461,138.1862,정상
Male,19,67.12497,113.1001,저체중
Male,27,68.57401,125.5023,정상
Female,30,65.39763,132.4789,정상
Female,19,68.35258,137.1238,정상
Male,27,67.56785,136.4769,정상
Female,31,69.52703,123.4405,저체중
Male,35,67.54305,105.1903,저체중
Female,30,63.49236,114.9085,정상
Female,25,68.98626,126.71,정상
Male,33,67.55391,121.5587,정상
Female,30,64.6396,115.1491,정상
Female,33,69.82904,136.2695,정상
Female,22,67.85076,113.2082,저체중
Male,20,67.23771,125.3433,정상
Female,26,69.38105,139.5524,정상
Female,33,65.41584,121.8604,정상
Male,24,66.96076,119.1984,정상
Male,25,65.26585,117.7246,정상
Female,29,69.31322,119.5252,저체중
Female,31,67.70408,122.2612,정상
Male,29,68.08721,129.7701,정상
Female,34,68.26197,125.9953,정상
Male,35,67.36362,121.8119,정상
Male,22,68.73217,131.316,정상
Male,30,69.14267,111.1968,저체중
Male,18,68.56673,136.4706,정상
Male,33,68.1929,120.5822,저체중
Male,18,69.5696,121.1881,저체중
Male,31,70.8464,137.1416,정상
Male,32,67.82872,127.2809,정상
Female,19,67.03478,108.5558,저체중
Female,26,67.81671,129.7571,정상
Male,35,70.03848,138.9428,정상
Female,27,66.9821,127.2445,정상
Female,21,65.79107,129.8116,정상
Female,31,70.02914,142.6562,정상
Male,19,69.58224,132.0934,정상
Female,22,66.87147,115.1241,저체중
Male,19,66.91792,127.8387,정상
Male,19,67.645,121.3585,정상
Female,35,68.65355,119.0566,저체중
Female,29,66.91671,130.2133,정상
Female,23,70.15303,141.003,정상
Male,33,73.57982,148.162,정상
Female,32,67.98141,124.7923,정상
Female,27,,145.3407,
Female,32,69.85855,131.7066,정상
Male,28,68.11629,109.1855,저체중
Male,33,70.19549,136.493,정상
Male,32,68.90094,103.5978,저체중
Female,28,70.63071,129.0681,저체중
Male,31,67.51818,,
Male,27,66.18712,136.2942,정상
Male,24,69.09528,134.2318,정상
Female,29,65.42299,105.5537,저체중
Female,28,65.48038,115.372,정상
Male,31,66.9465,113.8431,저체중
Female,18,68.70316,125.9352,정상
Female,34,66.07277,123.7771,정상
Male,20,69.44961,110.8748,저체중
Female,24,68.81836,104.8678,저체중
Male,33,69.50743,105.3865,저체중
Female,23,67.82486,118.2755,저체중
Male,21,67.69081,143.7724,정상
Female,30,68.29836,129.3948,정상
Female,25,68.67553,120.7367,저체중
Male,34,65.8428,122.3581,정상
Male,27,68.03516,124.0374,정상
Female,33,65.75933,145.1502,정상
Female,23,70.38122,133.3322,정상
Male,25,67.40825,132.4084,정상
Male,22,69.96042,126.2582,저체중
Female,26,68.28036,130.5773,정상
Female,29,68.78403,111.5448,저체중
Female,18,67.91698,128.8497,정상
Male,23,69.37666,137.7729,정상
Male,23,66.74216,117.4347,정상
Male,20,68.1985,135.4972,정상
Female,34,63.58869,125.2844,정상
Male,28,73.25534,129.3863,저체중
Male,29,67.70295,110.3234,저체중
Female,31,65.97536,105.0947,저체중
Female,18,69.81239,134.9831,정상
Female,22,68.86872,123.426,저체중
Male,25,72.74547,148.5568,정상
Male,24,68.30771,129.105,정상
Female,33,66.76693,124.0618,정상
Male,30,67.44946,123.4784,정상
Male,26,69.7046,141.6202,정상
Female,20,68.97441,103.9181,저체중
Male,35,67.75058,135.2187,정상
Male,23,66.8731,124.1057,정상
Female,30,70.45912,121.7787,저체중
Female,20,70.71713,138.8325,정상
Female,24,65.65535,118.4649,정상
Female,18,71.45237,136.8498,정상
Female,28,69.00661,131.4449,정상
Female,27,64.07452,139.9216,정상
Female,33,69.47642,135.5616,정상
Male,35,69.52284,129.724,정상
Female,18,64.89822,131.9576,정상
Male,32,70.70905,134.3203,정상
Female,23,70.19814,125.1643,저체중
Male,28,67.76234,130.1309,정상
Female,20,67.21866,135.3954,정상
Female,24,67.54948,111.8586,저체중
Male,33,68.13277,139.2003,정상
Male,21,68.84252,126.0857,정상
Male,35,68.97585,137.8195,정상
Male,23,67.17762,99.13368,저체중
Male,28,67.76576,131.2841,정상
Male,32,69.05508,132.9015,정상
Male,22,68.30757,135.9473,정상
Female,28,67.32683,123.4861,정상
Male,27,67.29407,117.8979,저체중
Male,27,66.63257,126.1084,정상
Female,21,66.94794,107.183,저체중
Male,24,68.13987,133.2584,정상
Female,19,65.21117,101.1071,저체중
Male,27,68.03769,119.4935,저체중
Female,18,67.26932,128.9103,정상
Female,19,69.77352,141.6894,정상
Female,18,69.23863,125.2157,저체중
Male,28,68.7891,114.34,저체중
Male,27,67.26289,117.1026,저체중
Male,19,69.29545,132.6378,정상
Female,35,67.5793,112.7331,저체중
Male,27,67.21365,108.0763,저체중
Female,22,69.62993,140.0795,정상
Female,33,67.00026,125.4628,정상
Female,30,67.93443,122.1726,정상
Male,28,73.47464,134.996,저체중
Male,25,71.5009,148.2703,정상
Male,19,67.5436,124.5961,정상
Female,21,71.49304,128.6835,저체중
Male,34,68.1677,130.5834,정상
Male,23,68.65009,127.7241,정상
Female,33,66.04619,112.1905,저체중
Female,19,67.31327,122.8993,정상
Male,35,67.86012,116.6222,저체중
Male,21,69.42007,128.9863,정상
Male,25,68.38556,133.6644,정상
Female,24,69.91327,118.2455,저체중
Male,32,68.8823,138.4001,정상
Male,27,64.05944,115.5782,정상
Female,33,69.73048,126.5238,저체중
Female,31,68.632,135.6997,정상
Female,32,69.40445,137.5303,정상
Male,21,66.00545,132.9691,정상
Male,20,67.12871,128.9781,정상
Female,19,67.54768,115.0198,저체중
Male,27,69.18741,122.9827,저체중
Male,24,65.72702,115.7926,정상
Male,32,67.85686,110.7137,저체중
Male,18,67.32954,113.4872,저체중
Male,25,67.30146,143.8451,정상
Male,29,66.33349,107.1243,저체중
Female,27,68.22832,133.2817,정상
Male,35,64.45511,117.3622,정상
Male,28,67.87195,149.4365,정상
Male,22,69.92163,125.4082,저체중
Male,28,62.8062,107.3401,정상
Female,22,69.3377,151.2393,정상
Male,20,66.60043,130.1472,정상
Male,18,70.53369,140.2407,정상
Female,29,68.84104,122.8631,저체중
Female,29,67.22118,124.7784,정상
Male,23,69.1338,131.5248,정상
Female,33,70.23848,138.5036,정상
Female,31,69.10331,125.7452,정상
Male,31,70.4064,138.0741,정상
Male,32,66.66478,139.0241,정상
Male,24,70.33089,164.4539,정상
Female,32,70.78331,141.8412,정상
Male,32,66.83722,121.0509,정상
Female,19,65.8839,112.9256,저체중
Male,35,67.51176,137.9948,정상
Male,21,71.21095,156.0802,정상
Male,26,67.16471,135.2937,정상
Male,23,67.49059,132.7359,정상
Female,27,69.13583,118.2087,저체중
Female,34,66.44838,121.7145,정상
Male,35,67.03679,143.9542,정상
Male,25,66.66855,116.5589,저체중
Male,19,69.36123,127.5953,정상
Male,22,68.92478,137.2977,정상
Male,29,69.70613,144.1729,정상
Female,25,66.70216,120.8874,정상
Female,28,69.3032,132.8515,정상
Female,29,68.68207,121.2207,저체중
Female,24,67.12449,126.3432,정상
Male,19,66.92738,116.3508,저체중
Female,20,71.36236,142.3522,정상
Female,24,66.8559,106.8363,저체중
Female,30,69.46283,118.5577,저체중
Female,28,66.4827,114.5936,저체중
Female,32,72.45414,135.0235,저체중
Male,21,68.10614,120.628,저체중
Male,25,65.75378,124.3824,정상
Female,27,67.16782,130.0399,정상
Male,33,68.57483,129.4804,정상
Male,26,67.275,122.2215,정상
Male,26,66.23984,97.1995,저체중
Male,20,72.39041,155.1414,정상
Male,21,68.82192,129.0373,정상
Male,21,67.67589,126.7606,정상
Male,34,66.09883,118.7709,정상
Male,34,67.79875,130.1887,정상
Female,20,68.76062,115.7905,저체중
Male,22,68.86156,136.3079,정상
Female,18,71.20733,155.2221,정상
Female,19,65.24249,114.9215,정상
Male,32,67.33131,112.8186,저체중
Female,35,67.52803,113.459,저체중
Male,27,67.1708,120.6546,정상
Female,28,66.8838,138.4066,정상
Male,27,67.26462,117.0708,저체중
Female,32,70.94467,130.2774,저체중
Male,19,71.15199,133.2351,정상
Male,22,69.35701,156.0959,정상
Female,34,66.91104,125.0535,정상
Female,20,68.07832,122.8732,정상
Male,24,65.74579,110.9296,저체중
Male,21,70.64116,140.3183,정상
Male,34,66.02941,112.9351,저체중
Male,31,68.24326,128.8593,정상
Female,31,66.30423,126.4124,정상
Male,22,68.49473,134.9166,정상
Male,25,67.3683,121.4269,정상
Female,30,70.00791,135.6339,정상
Female,24,70.18312,125.7853,저체중
Female,25,66.40708,117.1961,정상
Female,27,67.79402,122.4405,정상
Male,31,68.33103,142.9592,정상
Female,33,67.91136,134.3773,정상
Male,26,68.75045,116.0658,저체중
Female,26,68.82444,113.8497,저체중
Female,27,70.64267,152.2908,정상
Female,34,65.18174,111.8634,정상
Female,20,68.51919,129.3323,정상
Female,18,67.53344,124.0318,정상
Male,34,68.04198,125.4507,정상
Female,19,65.82182,113.6,저체중
Female,33,70.27834,131.2909,정상
Female,27,65.8653,128.4877,정상
Male,35,66.70285,125.9423,정상
Male,21,65.88836,122.3566,정상
Female,20,72.53781,142.2356,정상
Male,26,67.31225,117.6954,저체중
Female,18,68.85556,119.367,저체중
Female,22,65.30914,125.201,정상
Female,33,67.56741,117.1659,저체중
Male,30,72.28651,124.0883,저체중
Male,18,69.366,126.9316,정상
Male,20,71.66938,158.0299,정상
Female,35,66.91979,114.0239,저체중
Female,28,67.89303,145.9459,정상
Female,31,66.50206,138.815,정상
Female,32,67.5214,115.5644,저체중
Male,20,69.21652,128.049,정상
Male,22,71.08246,135.7997,정상
Male,35,65.7973,113.1585,저체중
Male,28,68.3417,106.9982,저체중
Male,28,64.74233,113.5996,정상
Female,28,68.41921,112.8349,저체중
Female,28,68.91514,124.1732,저체중
Male,22,65.84174,85.98927,저체중
Female,24,68.87032,131.6613,정상
Male,22,64.44608,103.521,저체중
Female,22,67.63533,116.7036,저체중
Female,18,70.20804,141.9526,정상
Male,33,70.98603,139.8524,정상
Male,22,68.13106,128.396,정상
Female,32,66.16887,127.3745,정상
Female,35,67.05542,124.551,정상
Male,19,70.75677,131.1854,저체중
Male,29,70.7158,133.8729,정상
Female,22,67.69017,117.9684,저체중
Female,22,71.53849,140.8829,정상
Female,19,68.54535,126.4914,정상
Male,31,65.67176,120.1838,정상
Male,30,65.99226,124.6178,정상
Female,19,68.65845,138.4224,정상
Female,30,66.32469,105.8594,저체중
Male,18,68.44591,119.3537,저체중
Male,27,69.95113,141.9147,정상
Male,35,65.77165,111.8653,저체중
Female,29,67.068,120.3728,정상
Male,19,64.69653,131.7434,정상
Female,26,69.04278,126.7,정상
Male,30,67.48211,130.1113,정상
Female,31,66.90722,115.2313,저체중
Female,33,68.75846,119.4879,저체중
Female,31,67.30096,114.3547,저체중
Female,33,69.55268,,
Female,34,71.05661,149.0296,정상
Male,33,69.2149,138.0464,정상
Male,33,67.82442,122.1716,정상
Male,29,68.71809,129.9713,정상
Male,20,67.78082,124.843,정상
Male,27,64.25649,96.69205,저체중
Male,31,68.77435,145.0052,정상
Male,19,66.37859,131.3486,정상
Male,30,69.17309,126.2065,
Female,31,70.34987,133.2638,정상
Male,21,66.73457,124.768,정상
Male,21,67.61739,127.7756,
Male,33,67.42499,136.4474,정상
Male,32,68.36893,125.469,정상
Female,22,70.41579,140.6165,정상
Male,34,68.06868,120.743,저체중
Male,31,67.28263,116.5436,저체중
Female,19,67.09562,129.5261,정상
Male,26,67.12164,116.9111,저체중
Male,34,66.69727,139.9522,정상
Male,31,67.49634,117.8126,저체중
Female,18,70.01384,135.0441,정상
Male,35,65.78477,129.2745,정상
Male,20,69.47803,159.105,정상
Male,22,66.13543,122.234,정상
Female,31,68.43099,146.9206,정상
Male,19,67.75061,125.6399,정상
Female,18,66.95323,105.2662,저체중
Female,32,69.32421,129.7352,정상
Female,32,68.63523,117.0937,저체중
Female,21,67.52914,122.7438,정상
Female,25,68.96422,126.6954,정상
Female,32,66.61586,115.7427,저체중
