연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-09-13:23,17,11,0.026,0.011,0.3,0.003
2022-09-13:22,16,10,0.025,0.011,0.3,0.003
2022-09-13:21,17,9,0.025,0.012,0.3,0.002
2022-09-13:20,17,8,0.021,0.014,0.3,0.002
2022-09-13:19,16,10,0.022,0.013,0.3,0.002
2022-09-13:18,17,8,0.022,0.012,0.3,0.002
2022-09-13:17,18,5,0.021,0.014,0.4,0.003
2022-09-13:16,20,9,0.023,0.013,0.4,0.003
2022-09-13:15,20,8,0.025,0.012,0.4,0.002
2022-09-13:14,20,11,0.024,0.014,0.4,0.003
2022-09-13:13,24,13,0.021,0.018,0.4,0.003
2022-09-13:12,21,11,0.019,0.02,0.4,0.004
2022-09-13:11,21,11,0.017,0.02,0.4,0.003
2022-09-13:10,21,12,0.016,0.02,0.4,0.003
2022-09-13:09,22,11,0.01,0.025,0.4,0.003
2022-09-13:08,20,12,0.009,0.022,0.4,0.003
2022-09-13:07,22,14,0.01,0.02,0.4,0.003
2022-09-13:06,22,13,0.017,0.012,0.3,0.003
2022-09-13:05,22,15,0.022,0.01,0.3,0.003
2022-09-13:04,22,16,0.021,0.011,0.3,0.003
2022-09-13:03,22,15,0.025,0.01,0.3,0.002
2022-09-13:02,23,14,0.026,0.011,0.3,0.003
2022-09-13:01,24,16,0.026,0.012,0.4,0.003
2022-09-12:24,24,14,0.027,0.013,0.4,0.003
2022-09-12:23,23,14,0.03,0.012,0.4,0.003
2022-09-12:22,23,17,0.031,0.014,0.4,0.003
2022-09-12:21,27,16,0.029,0.017,0.4,0.002
2022-09-12:20,,19,0.035,0.013,0.4,0.003
2022-09-12:19,,19,0.04,0.011,0.4,0.003
2022-09-12:18,27,15,0.048,0.01,0.4,0.003
2022-09-12:17,23,16,0.06,0.01,0.4,0.003
2022-09-12:16,21,14,0.058,0.009,0.4,0.003
2022-09-12:15,21,14,0.053,0.008,0.3,0.002
2022-09-12:14,20,11,0.05,0.007,0.3,0.003
2022-09-12:13,19,13,0.044,0.007,0.3,0.003
2022-09-12:12,22,11,0.034,0.009,0.3,0.003
2022-09-12:11,18,6,0.029,0.009,0.3,0.003
2022-09-12:10,11,4,0.023,0.009,0.3,0.004
2022-09-12:09,16,9,0.015,0.013,0.3,0.003
2022-09-12:08,16,7,0.013,0.013,0.3,0.003
2022-09-12:07,14,9,0.013,0.013,0.3,0.002
2022-09-12:06,18,9,0.016,0.01,0.3,0.002
2022-09-12:05,22,8,0.016,0.01,0.3,0.002
2022-09-12:04,16,11,0.013,0.012,0.4,0.002
2022-09-12:03,17,10,0.013,0.013,0.3,0.002
2022-09-12:02,20,14,0.011,0.017,0.4,0.002
2022-09-12:01,20,13,0.011,0.017,0.4,0.003
2022-09-11:24,19,13,0.013,0.017,0.4,0.003
2022-09-11:23,17,14,0.016,0.015,0.4,0.002
2022-09-11:22,20,13,0.02,0.015,0.4,0.003
2022-09-11:21,19,13,0.019,0.013,0.4,0.003
2022-09-11:20,25,13,0.021,0.014,0.4,0.003
2022-09-11:19,23,12,0.026,0.013,0.3,0.002
2022-09-11:18,17,10,0.035,0.01,0.3,0.003
2022-09-11:17,16,8,0.04,0.008,0.3,0.003
2022-09-11:16,16,9,0.041,0.008,0.3,0.003
2022-09-11:15,16,11,0.043,0.006,0.3,0.002
2022-09-11:14,13,8,0.043,0.007,0.3,0.002
2022-09-11:13,19,8,0.043,0.006,0.3,0.003
2022-09-11:12,17,11,0.043,0.006,0.3,0.003
2022-09-11:11,18,8,0.043,0.005,0.3,0.003
2022-09-11:10,16,9,0.042,0.006,0.3,0.003
2022-09-11:09,20,10,0.039,0.006,0.3,0.003
2022-09-11:08,19,11,0.035,0.007,0.3,0.003
2022-09-11:07,20,11,0.036,0.007,0.3,0.003
2022-09-11:06,21,12,0.039,0.006,0.3,0.003
2022-09-11:05,19,12,0.042,0.005,0.3,0.002
2022-09-11:04,21,14,0.042,0.005,0.3,0.003
2022-09-11:03,20,13,0.041,0.005,0.3,0.003
2022-09-11:02,18,11,0.042,0.005,0.3,0.003
2022-09-11:01,22,14,0.041,0.006,0.3,0.002
2022-09-10:24,19,11,0.039,0.007,0.3,0.003
2022-09-10:23,21,12,0.035,0.009,0.3,0.003
2022-09-10:22,19,11,0.031,0.012,0.3,0.003
2022-09-10:21,15,11,0.029,0.014,0.4,0.003
2022-09-10:20,14,9,0.034,0.013,0.3,0.003
2022-09-10:19,15,8,0.038,0.01,0.3,0.003
2022-09-10:18,9,6,0.041,0.007,0.3,0.002
2022-09-10:17,7,4,0.043,0.007,0.3,0.002
2022-09-10:16,10,1,0.044,0.007,0.3,0.003
2022-09-10:15,6,2,0.045,0.007,0.3,0.003
2022-09-10:14,5,3,0.046,0.008,0.3,0.002
2022-09-10:13,7,5,0.044,0.007,0.3,0.002
2022-09-10:12,5,3,0.043,0.006,0.3,0.003
2022-09-10:11,4,1,0.037,0.008,0.3,0.003
2022-09-10:10,8,3,0.032,0.011,0.3,0.003
2022-09-10:09,8,2,0.028,0.012,0.3,0.003
2022-09-10:08,7,1,0.03,0.01,0.3,0.004
2022-09-10:07,8,4,0.033,0.008,0.3,0.003
2022-09-10:06,6,4,0.037,0.007,0.3,0.003
2022-09-10:05,7,1,0.037,0.006,0.3,0.003
2022-09-10:04,6,3,0.038,0.006,0.3,0.003
2022-09-10:03,7,3,0.036,0.007,0.3,0.002
2022-09-10:02,8,4,0.037,0.007,0.3,0.003
2022-09-10:01,7,4,0.037,0.007,0.3,0.003
2022-09-09:24,9,6,0.034,0.009,0.3,0.003
2022-09-09:23,12,6,0.03,0.012,0.3,0.003
2022-09-09:22,14,6,0.029,0.011,0.3,0.003
2022-09-09:21,14,8,0.02,0.021,0.4,0.003
2022-09-09:20,12,8,0.027,0.018,0.4,0.003
2022-09-09:19,11,7,0.037,0.011,0.3,0.003
2022-09-09:18,11,6,0.043,0.008,0.3,0.003
2022-09-09:17,15,3,0.05,0.006,0.3,0.003
2022-09-09:16,11,4,0.056,0.007,0.3,0.003
2022-09-09:15,11,9,0.056,0.006,0.3,0.003
2022-09-09:14,14,8,0.052,0.008,0.3,0.003
2022-09-09:13,12,6,0.046,0.008,0.3,0.003
2022-09-09:12,12,5,0.042,0.007,0.3,0.003
2022-09-09:11,22,7,0.035,0.008,0.3,0.003
2022-09-09:10,27,6,0.027,0.009,0.3,0.004
2022-09-09:09,22,11,0.022,0.01,0.4,0.003
2022-09-09:08,22,14,0.016,0.014,0.4,0.003
2022-09-09:07,24,18,0.007,0.022,0.5,0.003
2022-09-09:06,26,16,0.008,0.022,0.5,0.003
2022-09-09:05,28,18,0.011,0.021,0.5,0.003
2022-09-09:04,29,18,0.013,0.023,0.5,0.003
2022-09-09:03,29,17,0.01,0.029,0.5,0.003
2022-09-09:02,28,17,0.01,0.032,0.6,0.003
2022-09-09:01,27,16,0.013,0.032,0.6,0.003
2022-09-08:24,26,14,0.02,0.026,0.5,0.003
2022-09-08:23,26,15,0.029,0.023,0.5,0.003
2022-09-08:22,26,17,0.034,0.023,0.5,0.003
2022-09-08:21,34,17,0.048,0.017,0.5,0.003
2022-09-08:20,40,26,0.059,0.016,0.5,0.003
2022-09-08:19,35,23,0.072,0.018,0.5,0.003
2022-09-08:18,24,14,0.084,0.018,0.4,0.003
2022-09-08:17,24,17,0.085,0.016,0.4,0.003
2022-09-08:16,24,13,0.08,0.017,0.4,0.003
2022-09-08:15,23,11,0.069,0.016,0.4,0.004
2022-09-08:14,26,11,0.058,0.02,0.5,0.004
2022-09-08:13,28,12,0.053,0.018,0.5,0.004
2022-09-08:12,24,13,0.051,0.016,0.5,0.003
2022-09-08:11,28,11,0.038,0.018,0.5,0.003
2022-09-08:10,29,12,0.035,0.021,0.5,0.003
2022-09-08:09,24,11,0.021,0.027,0.5,0.003
2022-09-08:08,21,11,0.01,0.029,0.5,0.003
2022-09-08:07,23,14,0.014,0.024,0.4,0.003
2022-09-08:06,23,13,0.006,0.03,0.5,0.003
2022-09-08:05,24,13,0.008,0.029,0.5,0.003
2022-09-08:04,26,14,0.011,0.03,0.5,0.003
2022-09-08:03,26,14,0.011,0.035,0.5,0.003
2022-09-08:02,25,15,0.006,0.043,0.6,0.003
2022-09-08:01,27,15,0.01,0.044,0.6,0.003
2022-09-07:24,27,13,0.026,0.035,0.5,0.003
2022-09-07:23,28,14,0.048,0.02,0.4,0.003
2022-09-07:22,30,14,0.048,0.018,0.4,0.003
2022-09-07:21,30,13,0.036,0.029,0.5,0.003
2022-09-07:20,27,14,0.04,0.028,0.4,0.003
2022-09-07:19,27,13,0.049,0.021,0.4,0.003
2022-09-07:18,24,12,0.053,0.019,0.4,0.003
2022-09-07:17,27,11,0.059,0.015,0.3,0.003
2022-09-07:16,22,6,0.063,0.013,0.3,0.004
2022-09-07:15,24,11,0.065,0.011,0.3,0.003
2022-09-07:14,26,10,0.059,0.014,0.4,0.003
2022-09-07:13,22,6,0.048,0.016,0.4,0.003
2022-09-07:12,31,13,0.042,0.02,0.4,0.004
2022-09-07:11,29,12,0.035,0.029,0.5,0.003
2022-09-07:10,34,16,0.027,0.032,0.5,0.003
2022-09-07:09,31,11,0.016,0.041,0.6,0.004
2022-09-07:08,27,13,0.016,0.035,0.6,0.003
2022-09-07:07,29,15,0.019,0.029,0.5,0.003
2022-09-07:06,34,18,0.036,0.019,0.4,0.004
2022-09-07:05,32,18,0.044,0.015,0.4,0.003
2022-09-07:04,36,17,0.054,0.01,0.4,0.003
2022-09-07:03,34,14,0.06,0.008,0.4,0.003
2022-09-07:02,33,16,0.058,0.01,0.4,0.003
2022-09-07:01,32,17,0.044,0.021,0.5,0.003
2022-09-06:24,33,17,0.013,0.043,0.6,0.003
2022-09-06:23,30,18,0.006,0.045,0.6,0.003
2022-09-06:22,29,18,0.014,0.039,0.5,0.003
2022-09-06:21,29,18,0.025,0.029,0.5,0.003
2022-09-06:20,26,17,0.035,0.02,0.4,0.003
2022-09-06:19,22,12,0.039,0.015,0.4,0.002
2022-09-06:18,21,8,0.04,0.012,0.3,0.003
2022-09-06:17,19,5,0.04,0.01,0.3,0.003
2022-09-06:16,19,8,0.04,0.01,0.3,0.002
2022-09-06:15,17,6,0.043,0.008,0.3,0.002
2022-09-06:14,12,6,0.05,0.008,0.3,0.003
2022-09-06:13,6,2,0.053,0.008,0.3,0.003
2022-09-06:12,5,1,0.054,0.008,0.3,0.003
2022-09-06:11,3,1,0.052,0.007,0.3,0.003
2022-09-06:10,3,1,0.052,0.007,0.3,0.003
2022-09-06:09,5,3,0.05,0.009,0.3,0.003
2022-09-06:08,5,2,0.045,0.013,0.3,0.002
2022-09-06:07,3,1,0.051,0.012,0.3,0.003
2022-09-06:06,3,1,0.06,0.006,0.2,0.002
2022-09-06:05,3,1,0.064,0.004,0.2,0.002
2022-09-06:04,3,1,0.064,0.005,0.2,0.002
2022-09-06:03,3,2,0.062,0.004,0.2,0.003
2022-09-06:02,3,1,0.059,0.004,0.2,0.002
2022-09-06:01,3,1,0.058,0.004,0.2,0.002
2022-09-05:24,3,1,0.056,0.006,0.2,0.003
2022-09-05:23,6,3,0.056,0.006,0.2,0.002
2022-09-05:22,3,1,0.057,0.007,0.2,0.003
2022-09-05:21,3,3,0.056,0.008,0.3,0.003
2022-09-05:20,7,2,0.056,0.009,0.3,0.002
2022-09-05:19,8,6,0.051,0.012,0.3,0.003
2022-09-05:18,4,2,0.046,0.012,0.3,0.002
2022-09-05:17,,,,,,
2022-09-05:16,,,,,,
2022-09-05:15,6,2,0.051,0.014,0.3,0.002
2022-09-05:14,3,2,0.054,0.009,0.3,0.003
2022-09-05:13,7,3,0.054,0.01,0.3,0.002
2022-09-05:12,5,2,0.052,0.012,0.3,0.002
2022-09-05:11,5,1,0.047,0.014,0.3,0.003
2022-09-05:10,7,3,0.05,0.011,0.3,0.003
2022-09-05:09,3,3,0.049,0.009,0.3,0.003
2022-09-05:08,5,1,0.039,0.011,0.3,0.002
2022-09-05:07,4,1,0.034,0.012,0.3,0.003
2022-09-05:06,6,4,0.039,0.007,0.2,0.003
2022-09-05:05,3,1,0.034,0.006,0.3,0.002
2022-09-05:04,4,1,0.036,0.005,0.2,0.003
2022-09-05:03,3,1,0.036,0.004,0.2,0.002
2022-09-05:02,3,1,0.03,0.006,0.3,0.002
2022-09-05:01,4,2,0.028,0.009,0.3,0.002
2022-09-04:24,3,2,0.027,0.008,0.3,0.003
2022-09-04:23,4,3,0.019,0.009,0.3,0.002
2022-09-04:22,7,4,0.013,0.011,0.3,0.003
2022-09-04:21,14,9,0.012,0.012,0.3,0.002
2022-09-04:20,17,12,0.01,0.018,0.4,0.003
2022-09-04:19,15,10,0.004,0.026,0.5,0.003
2022-09-04:18,13,3,0.01,0.021,0.4,0.003
2022-09-04:17,9,3,0.014,0.016,0.4,0.002
2022-09-04:16,4,2,0.018,0.013,0.4,0.003
2022-09-04:15,8,3,0.017,0.014,0.4,0.003
2022-09-04:14,8,5,0.018,0.014,0.4,0.003
2022-09-04:13,9,2,0.018,0.013,0.3,0.002
2022-09-04:12,9,4,0.021,0.011,0.3,0.003
2022-09-04:11,5,2,0.022,0.01,0.3,0.003
2022-09-04:10,10,3,0.024,0.008,0.3,0.003
2022-09-04:09,8,1,0.027,0.007,0.2,0.003
2022-09-04:08,7,4,0.028,0.007,0.3,0.003
2022-09-04:07,11,5,0.029,0.008,0.2,0.002
2022-09-04:06,8,3,0.034,0.005,0.2,0.002
2022-09-04:05,8,3,0.035,0.005,0.2,0.003
2022-09-04:04,10,8,0.034,0.005,0.2,0.002
2022-09-04:03,10,2,0.033,0.006,0.3,0.003
2022-09-04:02,9,6,0.032,0.006,0.3,0.003
2022-09-04:01,9,7,0.031,0.007,0.3,0.002
2022-09-03:24,12,6,0.03,0.008,0.3,0.002
2022-09-03:23,12,6,0.029,0.009,0.3,0.003
2022-09-03:22,13,8,0.03,0.008,0.3,0.002
2022-09-03:21,15,7,0.031,0.01,0.3,0.003
2022-09-03:20,15,8,0.03,0.013,0.4,0.002
2022-09-03:19,14,7,0.035,0.01,0.3,0.002
2022-09-03:18,15,7,0.037,0.009,0.3,0.003
2022-09-03:17,19,8,0.038,0.009,0.3,0.003
2022-09-03:16,16,9,0.042,0.008,0.3,0.002
2022-09-03:15,12,4,0.045,0.006,0.3,0.003
2022-09-03:14,14,3,0.045,0.007,0.3,0.002
2022-09-03:13,12,2,0.043,0.006,0.3,0.003
2022-09-03:12,13,4,0.038,0.008,0.3,0.002
2022-09-03:11,12,3,0.035,0.009,0.3,0.003
2022-09-03:10,10,3,0.031,0.011,0.3,0.002
2022-09-03:09,10,3,0.026,0.015,0.3,0.003
2022-09-03:08,8,3,0.025,0.016,0.3,0.002
2022-09-03:07,7,2,0.029,0.013,0.3,0.003
2022-09-03:06,11,4,0.031,0.011,0.3,0.002
2022-09-03:05,7,3,0.034,0.008,0.3,0.003
2022-09-03:04,7,3,0.035,0.007,0.3,0.003
2022-09-03:03,10,5,0.037,0.006,0.3,0.003
2022-09-03:02,9,5,0.036,0.007,0.3,0.003
2022-09-03:01,12,5,0.035,0.007,0.3,0.002
2022-09-02:24,11,4,0.035,0.008,0.3,0.002
2022-09-02:23,9,6,0.034,0.009,0.3,0.003
2022-09-02:22,8,4,0.032,0.01,0.3,0.003
2022-09-02:21,13,8,0.032,0.01,0.3,0.003
2022-09-02:20,15,8,0.034,0.01,0.3,0.002
2022-09-02:19,7,7,0.035,0.012,0.4,0.003
2022-09-02:18,8,1,0.04,0.01,0.3,0.002
2022-09-02:17,16,8,0.045,0.009,0.3,0.003
2022-09-02:16,11,4,0.046,0.009,0.3,0.003
2022-09-02:15,7,1,0.045,0.009,0.3,0.002
2022-09-02:14,8,1,0.045,0.008,0.3,0.003
2022-09-02:13,16,4,0.043,0.008,0.3,0.004
2022-09-02:12,15,5,0.042,0.008,0.3,0.003
2022-09-02:11,14,6,0.035,0.01,0.3,0.003
2022-09-02:10,17,4,0.027,0.012,0.3,0.003
2022-09-02:09,14,5,0.019,0.014,0.3,0.003
2022-09-02:08,14,8,0.011,0.018,0.4,0.002
2022-09-02:07,19,10,0.006,0.021,0.4,0.003
2022-09-02:06,15,7,0.01,0.018,0.4,0.003
2022-09-02:05,20,11,0.015,0.013,0.3,0.003
2022-09-02:04,22,10,0.014,0.016,0.4,0.003
2022-09-02:03,22,10,0.014,0.018,0.4,0.003
2022-09-02:02,21,13,0.011,0.023,0.4,0.003
2022-09-02:01,25,16,0.01,0.026,0.4,0.003
2022-09-01:24,22,14,0.003,0.037,0.7,0.003
2022-09-01:23,24,15,0.007,0.033,0.5,0.003
2022-09-01:22,21,17,0.006,0.037,0.6,0.003
2022-09-01:21,18,13,0.017,0.029,0.5,0.004
2022-09-01:20,23,17,0.028,0.021,0.4,0.003
2022-09-01:19,19,11,0.034,0.017,0.5,0.003
2022-09-01:18,15,9,0.042,0.011,0.4,0.003
2022-09-01:17,14,7,0.051,0.011,0.4,0.003
2022-09-01:16,18,7,0.063,0.009,0.3,0.003
2022-09-01:15,18,13,0.063,0.008,0.3,0.003
2022-09-01:14,23,14,0.063,0.009,0.4,0.003
2022-09-01:13,18,16,0.055,0.01,0.4,0.003
2022-09-01:12,18,8,0.04,0.012,0.4,0.003
2022-09-01:11,20,7,0.023,0.016,0.4,0.003
2022-09-01:10,16,5,0.013,0.019,0.4,0.004
2022-09-01:09,11,1,0.008,0.017,0.4,0.003
2022-09-01:08,11,1,0.006,0.015,0.4,0.003
2022-09-01:07,14,4,0.003,0.017,0.4,0.003
2022-09-01:06,14,6,0.002,0.018,0.4,0.003
2022-09-01:05,16,5,0.003,0.018,0.4,0.003
2022-09-01:04,14,6,0.003,0.019,0.5,0.003
2022-09-01:03,15,6,0.003,0.022,0.5,0.003
2022-09-01:02,16,8,0.002,0.024,0.5,0.003
2022-09-01:01,21,6,0.003,0.027,0.6,0.003
2022-08-31:24,14,6,0.003,0.028,0.6,0.003
2022-08-31:23,10,7,0.005,0.028,0.5,0.003
2022-08-31:22,7,2,0.015,0.021,0.4,0.002
2022-08-31:21,8,6,0.025,0.014,0.4,0.003
2022-08-31:20,7,5,0.026,0.016,0.4,0.002
2022-08-31:19,10,5,0.034,0.012,0.3,0.003
2022-08-31:18,6,1,0.036,0.011,0.3,0.003
2022-08-31:17,6,2,0.037,0.01,0.3,0.003
2022-08-31:16,9,5,0.037,0.013,0.4,0.003
2022-08-31:15,9,1,0.035,0.014,0.4,0.003
2022-08-31:14,8,3,0.038,0.012,0.4,0.003
2022-08-31:13,11,4,0.037,0.011,0.3,0.003
2022-08-31:12,5,2,0.036,0.011,0.4,0.003
2022-08-31:11,8,2,0.03,0.012,0.4,0.003
2022-08-31:10,11,1,0.02,0.015,0.4,0.002
2022-08-31:09,10,3,0.018,0.014,0.4,0.003
2022-08-31:08,8,2,0.011,0.018,0.4,0.002
2022-08-31:07,8,4,0.016,0.013,0.3,0.002
2022-08-31:06,6,2,0.018,0.01,0.3,0.003
2022-08-31:05,5,1,0.021,0.006,0.3,0.003
2022-08-31:04,3,3,0.02,0.006,0.3,0.002
2022-08-31:03,5,1,0.022,0.007,0.3,0.002
2022-08-31:02,7,2,0.018,0.008,0.3,0.003
2022-08-31:01,9,2,0.016,0.01,0.3,0.002
2022-12-30:24,37,30,0.023,0.026,0.6,0.003
2022-12-30:23,38,33,0.03,0.019,0.5,0.003
2022-12-30:22,39,28,0.029,0.021,0.6,0.003
2022-12-30:21,40,29,0.031,0.021,0.6,0.003
2022-12-30:20,36,27,0.028,0.023,0.6,0.003
2022-12-30:19,30,23,0.025,0.026,0.6,0.003
2022-12-30:18,24,18,0.029,0.022,0.4,0.004
2022-12-30:17,23,16,0.033,0.017,0.4,0.003
2022-12-30:16,24,20,0.036,0.015,0.4,0.004
2022-12-30:15,25,18,0.035,0.015,0.4,0.003
2022-12-30:14,32,26,0.027,0.023,0.5,0.004
2022-12-30:13,34,25,0.023,0.025,0.5,0.004
2022-12-30:12,41,35,0.021,0.027,0.5,0.004
2022-12-30:11,55,47,0.008,0.044,0.8,0.004
2022-12-30:10,49,39,0.004,0.053,1.1,0.004
2022-12-30:09,41,33,0.002,0.053,1,0.004
2022-12-30:08,40,37,0.002,0.05,0.9,0.004
2022-12-30:07,42,35,0.001,0.049,0.8,0.004
2022-12-30:06,54,47,0.002,0.049,0.7,0.004
2022-12-30:05,40,34,0.002,0.048,0.7,0.004
2022-12-30:04,36,30,0.002,0.046,0.6,0.004
2022-12-30:03,37,29,0.002,0.046,0.7,0.003
2022-12-30:02,37,31,0.002,0.044,0.6,0.004
2022-12-30:01,40,28,0.002,0.045,0.6,0.004
2022-12-29:24,37,28,0.002,0.045,0.6,0.004
2022-12-29:23,36,28,0.01,0.035,0.5,0.004
2022-12-29:22,37,28,0.008,0.039,0.5,0.004
2022-12-29:21,36,25,0.003,0.047,0.6,0.004
2022-12-29:20,34,28,0.004,0.048,0.7,0.004
2022-12-29:19,36,26,0.01,0.039,0.6,0.004
2022-12-29:18,32,25,0.012,0.037,0.6,0.004
2022-12-29:17,30,23,0.024,0.026,0.5,0.004
2022-12-29:16,30,20,0.022,0.025,0.5,0.004
2022-12-29:15,25,15,0.028,0.019,0.4,0.004
2022-12-29:14,30,17,0.029,0.017,0.4,0.004
2022-12-29:13,34,26,0.018,0.031,0.6,0.004
2022-12-29:12,34,22,0.013,0.037,0.7,0.004
2022-12-29:11,27,20,0.013,0.034,0.6,0.004
2022-12-29:10,24,15,0.008,0.04,0.7,0.004
2022-12-29:09,28,22,0.005,0.044,0.7,0.004
2022-12-29:08,29,19,0.002,0.047,0.8,0.003
2022-12-29:07,24,16,0.009,0.035,0.6,0.003
2022-12-29:06,20,17,0.018,0.023,0.5,0.003
2022-12-29:05,20,13,0.021,0.02,0.5,0.003
2022-12-29:04,20,14,0.025,0.016,0.4,0.003
2022-12-29:03,24,17,0.028,0.013,0.4,0.003
2022-12-29:02,28,19,0.027,0.015,0.5,0.003
2022-12-29:01,29,21,0.025,0.017,0.5,0.003
2022-12-28:24,29,24,0.023,0.019,0.5,0.003
2022-12-28:23,32,22,0.018,0.026,0.5,0.003
2022-12-28:22,33,21,0.017,0.026,0.5,0.003
2022-12-28:21,33,21,0.022,0.022,0.5,0.003
2022-12-28:20,36,23,0.022,0.022,0.5,0.004
2022-12-28:19,33,24,0.021,0.025,0.5,0.003
2022-12-28:18,35,24,0.026,0.021,0.5,0.004
2022-12-28:17,32,21,0.031,0.015,0.4,0.004
2022-12-28:16,33,20,0.032,0.013,0.4,0.004
2022-12-28:15,34,19,0.032,0.014,0.4,0.004
2022-12-28:14,29,20,0.032,0.012,0.4,0.004
2022-12-28:13,28,17,0.029,0.014,0.4,0.004
2022-12-28:12,26,15,0.027,0.014,0.4,0.004
2022-12-28:11,25,16,0.025,0.016,0.4,0.004
2022-12-28:10,29,18,0.019,0.023,0.5,0.003
2022-12-28:09,29,22,0.015,0.025,0.5,0.003
2022-12-28:08,33,27,0.017,0.023,0.5,0.003
2022-12-28:07,37,30,0.018,0.021,0.6,0.003
2022-12-28:06,40,33,0.018,0.023,0.5,0.003
2022-12-28:05,42,33,0.005,0.047,0.9,0.003
2022-12-28:04,38,29,0.002,0.059,1,0.004
2022-12-28:03,36,28,0.002,0.064,1,0.003
2022-12-28:02,32,25,0.002,0.054,0.8,0.003
2022-12-28:01,32,26,0.007,0.045,0.9,0.003
2022-12-27:24,33,24,0.013,0.038,0.8,0.003
2022-12-27:23,32,27,0.019,0.031,0.6,0.003
2022-12-27:22,37,26,0.015,0.036,0.6,0.003
2022-12-27:21,40,31,0.015,0.035,0.6,0.003
2022-12-27:20,40,30,0.014,0.037,0.6,0.003
2022-12-27:19,46,37,0.013,0.041,0.7,0.003
2022-12-27:18,48,35,0.014,0.042,0.7,0.004
2022-12-27:17,47,33,0.021,0.034,0.5,0.004
2022-12-27:16,42,31,0.019,0.035,0.6,0.004
2022-12-27:15,50,38,0.021,0.034,0.6,0.004
2022-12-27:14,60,50,0.014,0.045,0.8,0.005
2022-12-27:13,69,60,0.01,0.053,0.9,0.005
2022-12-27:12,71,61,0.006,0.061,1.1,0.004
2022-12-27:11,66,55,0.006,0.05,1,0.004
2022-12-27:10,61,48,0.003,0.054,1.1,0.004
2022-12-27:09,55,48,0.002,0.056,1.2,0.004
2022-12-27:08,51,47,0.002,0.058,1.2,0.004
2022-12-27:07,50,48,0.002,0.057,1.1,0.004
2022-12-27:06,54,44,0.002,0.055,1.1,0.004
2022-12-27:05,53,44,0.002,0.056,1.2,0.004
2022-12-27:04,53,46,0.002,0.055,1.1,0.004
2022-12-27:03,55,46,0.002,0.057,1.1,0.004
2022-12-27:02,52,42,0.002,0.059,1.1,0.004
2022-12-27:01,47,43,0.002,0.062,1.1,0.004
2022-12-26:24,44,39,0.002,0.058,1,0.004
2022-12-26:23,38,33,0.002,0.06,1,0.004
2022-12-26:22,33,25,0.004,0.047,0.8,0.003
2022-12-26:21,35,27,0.009,0.038,0.6,0.003
2022-12-26:20,40,34,0.006,0.044,0.6,0.003
2022-12-26:19,40,33,0.003,0.05,0.8,0.003
2022-12-26:18,37,28,0.005,0.047,0.7,0.003
2022-12-26:17,52,40,0.007,0.045,0.6,0.004
2022-12-26:16,57,49,0.006,0.056,0.9,0.004
2022-12-26:15,55,44,0.012,0.045,0.8,0.004
2022-12-26:14,61,51,0.01,0.046,0.9,0.004
2022-12-26:13,65,57,0.008,0.049,1,0.004
2022-12-26:12,70,58,0.007,0.048,1,0.004
2022-12-26:11,59,52,0.007,0.05,1,0.004
2022-12-26:10,51,44,0.005,0.048,1,0.003
2022-12-26:09,47,40,0.004,0.046,0.9,0.003
2022-12-26:08,50,42,0.002,0.052,1,0.003
2022-12-26:07,46,43,0.002,0.054,1.1,0.003
2022-12-26:06,45,38,0.002,0.057,1.1,0.003
2022-12-26:05,39,36,0.002,0.057,1.1,0.003
2022-12-26:04,37,34,0.002,0.052,1,0.003
2022-12-26:03,35,35,0.002,0.047,0.9,0.003
2022-12-26:02,36,30,0.003,0.045,0.9,0.003
2022-12-26:01,37,33,0.003,0.049,0.9,0.003
2022-12-25:24,36,31,0.006,0.043,1,0.003
2022-12-25:23,32,31,0.007,0.041,0.9,0.003
2022-12-25:22,38,34,0.018,0.03,0.7,0.003
2022-12-25:21,44,36,0.017,0.032,0.7,0.003
2022-12-25:20,44,37,0.013,0.037,0.8,0.003
2022-12-25:19,40,34,0.017,0.034,0.7,0.003
2022-12-25:18,40,35,0.027,0.024,0.6,0.003
2022-12-25:17,40,31,0.033,0.016,0.5,0.003
2022-12-25:16,40,34,0.03,0.019,0.5,0.004
2022-12-25:15,40,34,0.03,0.017,0.6,0.004
2022-12-25:14,36,32,0.029,0.018,0.5,0.004
2022-12-25:13,31,25,0.03,0.015,0.5,0.004
2022-12-25:12,36,32,0.029,0.014,0.5,0.004
2022-12-25:11,46,43,0.01,0.04,0.9,0.004
2022-12-25:10,39,38,0.006,0.041,0.9,0.003
2022-12-25:09,41,36,0.003,0.047,1,0.003
2022-12-25:08,39,35,0.002,0.051,1,0.003
2022-12-25:07,38,32,0.002,0.046,0.9,0.003
2022-12-25:06,36,35,0.002,0.044,0.8,0.003
2022-12-25:05,33,33,0.002,0.044,0.9,0.003
2022-12-25:04,38,31,0.002,0.049,1,0.003
2022-12-25:03,37,30,0.003,0.044,0.8,0.003
2022-12-25:02,33,31,0.013,0.03,0.8,0.003
2022-12-25:01,35,33,0.003,0.042,0.9,0.003
2022-12-24:24,36,29,0.006,0.037,0.8,0.003
2022-12-24:23,35,28,0.017,0.024,0.5,0.003
2022-12-24:22,37,30,0.006,0.036,0.7,0.003
2022-12-24:21,36,31,0.003,0.04,0.7,0.003
