구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
8586,흑미밥,밥류,90,0,높음,92,81,81,81
8587,근대된장국,국/찌개류,25,0,높음,48,52,52,52
8588,맛살콩나물냉채,반찬류,13,0,높음,46,59,59,59
8589,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
8590,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8591,김구이,반찬류,4,0,높음,95,59,59,59
8592,시리얼요거트,후식류,7,0,높음,72,73,73,73
8593,흑미밥,밥류,87,0,높음,92,81,81,81
8594,근대된장국,국/찌개류,30,0,높음,48,52,52,52
8595,맛살콩나물냉채,반찬류,17,0,높음,46,59,59,59
8596,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8597,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8598,시리얼요거트,후식류,31,0,높음,72,73,73,73
8599,흑미밥,밥류,29,0,높음,92,81,81,81
8600,근대된장국,국/찌개류,15,10,보통,48,52,52,52
8601,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8602,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
8603,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8604,시리얼요거트,후식류,7,0,높음,72,73,73,73
8605,흑미밥,밥류,47,7,높음,92,81,81,81
8606,근대된장국,국/찌개류,25,0,높음,48,52,52,52
8607,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8608,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
8609,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8610,김구이,반찬류,4,0,높음,95,59,59,59
8611,시리얼요거트,후식류,7,0,높음,72,73,73,73
8612,흑미밥,밥류,58,0,높음,92,81,81,81
8613,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
8614,돼지고기김치찜,반찬류,53,0,높음,55,59,59,59
8615,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8616,시리얼요거트,후식류,23,0,높음,72,73,73,73
8617,흑미밥,밥류,43,0,높음,92,81,81,81
8618,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8619,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8620,돼지고기김치찜,반찬류,41,0,높음,55,59,59,59
8621,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8622,김구이,반찬류,4,0,높음,95,59,59,59
8623,시리얼요거트,후식류,19,0,높음,72,73,73,73
8624,흑미밥,밥류,50,0,높음,92,81,81,81
8625,맛살콩나물냉채,반찬류,13,0,높음,46,59,59,59
8626,돼지고기김치찜,반찬류,11,0,높음,55,59,59,59
8627,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8628,김구이,반찬류,4,0,높음,95,59,59,59
8629,시리얼요거트,후식류,7,0,높음,72,73,73,73
8630,흑미밥,밥류,61,0,높음,92,81,81,81
8631,근대된장국,국/찌개류,50,5,높음,48,52,52,52
8632,맛살콩나물냉채,반찬류,8,2,높음,46,59,59,59
8633,돼지고기김치찜,반찬류,71,12,높음,55,59,59,59
8634,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8635,김구이,반찬류,4,0,높음,95,59,59,59
8636,시리얼요거트,후식류,15,8,보통,72,73,73,73
8637,흑미밥,밥류,58,0,높음,92,81,81,81
8638,근대된장국,국/찌개류,30,15,보통,48,52,52,52
8639,맛살콩나물냉채,반찬류,13,7,보통,46,59,59,59
8640,돼지고기김치찜,반찬류,59,24,보통,55,59,59,59
8641,츄러스 떡말이 구이,반찬류,50,43,낮음,79,59,59,59
8642,시리얼요거트,후식류,11,11,낮음,72,73,73,73
8643,흑미밥,밥류,58,0,높음,92,81,81,81
8644,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8645,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8646,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
8647,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8648,김구이,반찬류,4,0,높음,95,59,59,59
8649,시리얼요거트,후식류,15,0,높음,72,73,73,73
8650,흑미밥,밥류,43,7,높음,92,81,81,81
8651,근대된장국,국/찌개류,40,5,높음,48,52,52,52
8652,맛살콩나물냉채,반찬류,8,6,보통,46,59,59,59
8653,돼지고기김치찜,반찬류,71,48,보통,55,59,59,59
8654,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
8655,김구이,반찬류,4,0,높음,95,59,59,59
8656,시리얼요거트,후식류,11,11,낮음,72,73,73,73
8657,흑미밥,밥류,109,0,높음,92,81,81,81
8658,근대된장국,국/찌개류,40,0,높음,48,52,52,52
8659,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8660,돼지고기김치찜,반찬류,71,24,보통,55,59,59,59
8661,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
8662,시리얼요거트,후식류,7,0,높음,72,73,73,73
8663,흑미밥,밥류,80,0,높음,92,81,81,81
8664,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8665,맛살콩나물냉채,반찬류,6,0,높음,46,59,59,59
8666,돼지고기김치찜,반찬류,71,0,높음,55,59,59,59
8667,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8668,시리얼요거트,후식류,31,0,높음,72,73,73,73
8669,흑미밥,밥류,58,0,높음,92,81,81,81
8670,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8671,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8672,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
8673,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8674,시리얼요거트,후식류,38,0,높음,72,73,73,73
8675,흑미밥,밥류,130,36,보통,92,81,81,81
8676,근대된장국,국/찌개류,25,25,낮음,48,52,52,52
8677,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
8678,돼지고기김치찜,반찬류,35,30,낮음,55,59,59,59
8679,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8680,시리얼요거트,후식류,11,0,높음,72,73,73,73
8681,흑미밥,밥류,29,0,높음,92,81,81,81
8682,근대된장국,국/찌개류,17,0,높음,48,52,52,52
8683,맛살콩나물냉채,반찬류,13,0,높음,46,59,59,59
8684,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
8685,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8686,김구이,반찬류,4,0,높음,95,59,59,59
8687,시리얼요거트,후식류,15,8,보통,72,73,73,73
8688,흑미밥,밥류,58,0,높음,92,81,81,81
8689,근대된장국,국/찌개류,17,0,높음,48,52,52,52
8690,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8691,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
8692,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8693,김구이,반찬류,4,0,높음,95,59,59,59
8694,시리얼요거트,후식류,11,0,높음,72,73,73,73
8695,흑미밥,밥류,72,3,높음,92,81,81,81
8696,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8697,맛살콩나물냉채,반찬류,6,0,높음,46,59,59,59
8698,돼지고기김치찜,반찬류,59,6,높음,55,59,59,59
8699,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8700,김구이,반찬류,4,0,높음,95,59,59,59
8701,시리얼요거트,후식류,7,0,높음,72,73,73,73
8702,흑미밥,밥류,83,7,높음,92,81,81,81
8703,근대된장국,국/찌개류,25,10,보통,48,52,52,52
8704,맛살콩나물냉채,반찬류,11,3,보통,46,59,59,59
8705,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
8706,츄러스 떡말이 구이,반찬류,50,8,높음,79,59,59,59
8707,흑미밥,밥류,76,0,높음,92,81,81,81
8708,근대된장국,국/찌개류,17,0,높음,48,52,52,52
8709,맛살콩나물냉채,반찬류,6,0,높음,46,59,59,59
8710,돼지고기김치찜,반찬류,11,0,높음,55,59,59,59
8711,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8712,시리얼요거트,후식류,15,0,높음,72,73,73,73
8713,흑미밥,밥류,94,0,높음,92,81,81,81
8714,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8715,맛살콩나물냉채,반찬류,26,0,높음,46,59,59,59
8716,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8717,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8718,김구이,반찬류,4,0,높음,95,59,59,59
8719,시리얼요거트,후식류,3,0,높음,72,73,73,73
8720,흑미밥,밥류,98,22,높음,92,81,81,81
8721,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
8722,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8723,돼지고기김치찜,반찬류,29,0,높음,55,59,59,59
8724,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8725,시리얼요거트,후식류,11,11,낮음,72,73,73,73
8726,흑미밥,밥류,80,0,높음,92,81,81,81
8727,근대된장국,국/찌개류,22,0,높음,48,52,52,52
8728,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8729,돼지고기김치찜,반찬류,41,0,높음,55,59,59,59
8730,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8731,시리얼요거트,후식류,19,0,높음,72,73,73,73
8732,흑미밥,밥류,58,0,높음,92,81,81,81
8733,근대된장국,국/찌개류,25,0,높음,48,52,52,52
8734,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8735,돼지고기김치찜,반찬류,29,29,낮음,55,59,59,59
8736,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8737,김구이,반찬류,4,0,높음,95,59,59,59
8738,시리얼요거트,후식류,23,0,높음,72,73,73,73
8739,흑미밥,밥류,101,0,높음,92,81,81,81
8740,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
8741,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
8742,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
8743,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8744,김구이,반찬류,4,0,높음,95,59,59,59
8745,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8746,흑미밥,밥류,87,0,높음,92,81,81,81
8747,근대된장국,국/찌개류,30,20,보통,48,52,52,52
8748,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8749,돼지고기김치찜,반찬류,95,36,보통,55,59,59,59
8750,츄러스 떡말이 구이,반찬류,50,11,높음,79,59,59,59
8751,시리얼요거트,후식류,23,16,보통,72,73,73,73
8752,흑미밥,밥류,94,0,높음,92,81,81,81
8753,근대된장국,국/찌개류,20,10,보통,48,52,52,52
8754,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8755,돼지고기김치찜,반찬류,59,36,보통,55,59,59,59
8756,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8757,시리얼요거트,후식류,23,0,높음,72,73,73,73
8758,흑미밥,밥류,94,14,높음,92,81,81,81
8759,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
8760,맛살콩나물냉채,반찬류,13,13,낮음,46,59,59,59
8761,돼지고기김치찜,반찬류,59,59,낮음,55,59,59,59
8762,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8763,김구이,반찬류,4,0,높음,95,59,59,59
8764,시리얼요거트,후식류,19,19,낮음,72,73,73,73
8765,흑미밥,밥류,94,0,높음,92,81,81,81
8766,근대된장국,국/찌개류,35,25,보통,48,52,52,52
8767,맛살콩나물냉채,반찬류,6,0,높음,46,59,59,59
8768,돼지고기김치찜,반찬류,71,48,보통,55,59,59,59
8769,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8770,김구이,반찬류,4,0,높음,95,59,59,59
8771,시리얼요거트,후식류,19,0,높음,72,73,73,73
8772,흑미밥,밥류,58,0,높음,92,81,81,81
8773,근대된장국,국/찌개류,20,10,보통,48,52,52,52
8774,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
8775,돼지고기김치찜,반찬류,23,23,낮음,55,59,59,59
8776,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8777,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8778,흑미밥,밥류,94,0,높음,92,81,81,81
8779,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
8780,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8781,돼지고기김치찜,반찬류,59,24,보통,55,59,59,59
8782,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8783,김구이,반찬류,4,0,높음,95,59,59,59
8784,시리얼요거트,후식류,38,0,높음,72,73,73,73
8785,흑미밥,밥류,130,0,높음,92,81,81,81
8786,근대된장국,국/찌개류,22,22,낮음,48,52,52,52
8787,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
8788,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8789,흑미밥,밥류,105,0,높음,92,81,81,81
8790,근대된장국,국/찌개류,35,25,보통,48,52,52,52
8791,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
8792,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
8793,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8794,김구이,반찬류,4,0,높음,95,59,59,59
8795,흑미밥,밥류,109,29,보통,92,81,81,81
8796,근대된장국,국/찌개류,27,10,보통,48,52,52,52
8797,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8798,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
8799,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8800,김구이,반찬류,4,0,높음,95,59,59,59
8801,시리얼요거트,후식류,27,0,높음,72,73,73,73
8802,흑미밥,밥류,94,0,높음,92,81,81,81
8803,근대된장국,국/찌개류,25,25,낮음,48,52,52,52
8804,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
8805,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8806,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
8807,김구이,반찬류,4,0,높음,95,59,59,59
8808,시리얼요거트,후식류,7,0,높음,72,73,73,73
8809,흑미밥,밥류,87,37,보통,92,81,81,81
8810,근대된장국,국/찌개류,40,15,보통,48,52,52,52
8811,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8812,돼지고기김치찜,반찬류,47,36,낮음,55,59,59,59
8813,시리얼요거트,후식류,23,0,높음,72,73,73,73
8814,흑미밥,밥류,94,0,높음,92,81,81,81
8815,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
8816,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
8817,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8818,시리얼요거트,후식류,31,0,높음,72,73,73,73
8819,흑미밥,밥류,87,0,높음,92,81,81,81
8820,근대된장국,국/찌개류,30,30,낮음,48,52,52,52
8821,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8822,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
8823,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8824,시리얼요거트,후식류,38,0,높음,72,73,73,73
8825,흑미밥,밥류,94,0,높음,92,81,81,81
8826,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8827,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
8828,돼지고기김치찜,반찬류,29,29,낮음,55,59,59,59
8829,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8830,시리얼요거트,후식류,23,0,높음,72,73,73,73
8831,흑미밥,밥류,101,72,보통,92,81,81,81
8832,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8833,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
8834,돼지고기김치찜,반찬류,17,17,낮음,55,59,59,59
8835,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8836,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8837,흑미밥,밥류,87,11,높음,92,81,81,81
8838,근대된장국,국/찌개류,12,10,낮음,48,52,52,52
8839,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8840,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
8841,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
8842,김구이,반찬류,4,0,높음,95,59,59,59
8843,시리얼요거트,후식류,23,0,높음,72,73,73,73
8844,흑미밥,밥류,72,0,높음,92,81,81,81
8845,근대된장국,국/찌개류,25,15,보통,48,52,52,52
8846,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
8847,돼지고기김치찜,반찬류,3,0,높음,55,59,59,59
8848,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8849,시리얼요거트,후식류,15,15,낮음,72,73,73,73
8850,흑미밥,밥류,87,87,낮음,92,81,81,81
8851,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8852,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8853,돼지고기김치찜,반찬류,35,18,보통,55,59,59,59
8854,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8855,시리얼요거트,후식류,31,0,높음,72,73,73,73
8856,흑미밥,밥류,87,44,보통,92,81,81,81
8857,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8858,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
8859,돼지고기김치찜,반찬류,35,6,높음,55,59,59,59
8860,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8861,시리얼요거트,후식류,11,11,낮음,72,73,73,73
8862,흑미밥,밥류,65,0,높음,92,81,81,81
8863,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8864,맛살콩나물냉채,반찬류,13,5,보통,46,59,59,59
8865,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
8866,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8867,김구이,반찬류,4,0,높음,95,59,59,59
8868,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8869,흑미밥,밥류,72,3,높음,92,81,81,81
8870,근대된장국,국/찌개류,30,23,낮음,48,52,52,52
8871,맛살콩나물냉채,반찬류,13,2,높음,46,59,59,59
8872,돼지고기김치찜,반찬류,23,12,보통,55,59,59,59
8873,츄러스 떡말이 구이,반찬류,50,43,낮음,79,59,59,59
8874,김구이,반찬류,4,0,높음,95,59,59,59
8875,시리얼요거트,후식류,23,16,보통,72,73,73,73
8876,흑미밥,밥류,116,0,높음,92,81,81,81
8877,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8878,맛살콩나물냉채,반찬류,8,4,보통,46,59,59,59
8879,돼지고기김치찜,반찬류,47,36,낮음,55,59,59,59
8880,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8881,김구이,반찬류,4,0,높음,95,59,59,59
8882,시리얼요거트,후식류,7,0,높음,72,73,73,73
8883,흑미밥,밥류,87,0,높음,92,81,81,81
8884,근대된장국,국/찌개류,30,0,높음,48,52,52,52
8885,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8886,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
8887,츄러스 떡말이 구이,반찬류,50,15,보통,79,59,59,59
8888,김구이,반찬류,4,0,높음,95,59,59,59
8889,시리얼요거트,후식류,19,0,높음,72,73,73,73
8890,흑미밥,밥류,130,0,높음,92,81,81,81
8891,근대된장국,국/찌개류,15,0,높음,48,52,52,52
8892,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
8893,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8894,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8895,시리얼요거트,후식류,7,0,높음,72,73,73,73
8896,흑미밥,밥류,65,0,높음,92,81,81,81
8897,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
8898,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
8899,돼지고기김치찜,반찬류,47,36,낮음,55,59,59,59
8900,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8901,김구이,반찬류,4,0,높음,95,59,59,59
8902,시리얼요거트,후식류,15,0,높음,72,73,73,73
8903,흑미밥,밥류,94,0,높음,92,81,81,81
8904,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8905,돼지고기김치찜,반찬류,35,12,보통,55,59,59,59
8906,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8907,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8908,흑미밥,밥류,101,14,높음,92,81,81,81
8909,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8910,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
8911,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
8912,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
8913,김구이,반찬류,4,0,높음,95,59,59,59
8914,시리얼요거트,후식류,7,0,높음,72,73,73,73
8915,흑미밥,밥류,98,0,높음,92,81,81,81
8916,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8917,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
8918,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8919,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8920,시리얼요거트,후식류,15,0,높음,72,73,73,73
8921,흑미밥,밥류,58,4,높음,92,81,81,81
8922,근대된장국,국/찌개류,20,0,높음,48,52,52,52
8923,맛살콩나물냉채,반찬류,11,0,높음,46,59,59,59
8924,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
8925,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
8926,시리얼요거트,후식류,31,16,보통,72,73,73,73
8927,흑미밥,밥류,87,51,보통,92,81,81,81
8928,근대된장국,국/찌개류,17,15,낮음,48,52,52,52
8929,돼지고기김치찜,반찬류,23,12,보통,55,59,59,59
8930,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8931,시리얼요거트,후식류,11,0,높음,72,73,73,73
8932,흑미밥,밥류,50,0,높음,92,81,81,81
8933,근대된장국,국/찌개류,15,8,보통,48,52,52,52
8934,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8935,돼지고기김치찜,반찬류,41,0,높음,55,59,59,59
8936,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
8937,김구이,반찬류,4,4,낮음,95,59,59,59
8938,시리얼요거트,후식류,19,0,높음,72,73,73,73
8939,흑미밥,밥류,58,0,높음,92,81,81,81
8940,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
8941,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
8942,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8943,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8944,흑미밥,밥류,87,7,높음,92,81,81,81
8945,근대된장국,국/찌개류,17,10,보통,48,52,52,52
8946,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
8947,돼지고기김치찜,반찬류,11,11,낮음,55,59,59,59
8948,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8949,김구이,반찬류,4,0,높음,95,59,59,59
8950,시리얼요거트,후식류,11,0,높음,72,73,73,73
8951,흑미밥,밥류,80,4,높음,92,81,81,81
8952,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
8953,맛살콩나물냉채,반찬류,13,5,보통,46,59,59,59
8954,돼지고기김치찜,반찬류,53,6,높음,55,59,59,59
8955,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8956,시리얼요거트,후식류,15,8,보통,72,73,73,73
8957,흑미밥,밥류,72,58,낮음,92,81,81,81
8958,근대된장국,국/찌개류,30,25,낮음,48,52,52,52
8959,맛살콩나물냉채,반찬류,13,13,낮음,46,59,59,59
8960,돼지고기김치찜,반찬류,11,11,낮음,55,59,59,59
8961,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8962,김구이,반찬류,4,0,높음,95,59,59,59
8963,시리얼요거트,후식류,3,0,높음,72,73,73,73
8964,흑미밥,밥류,109,8,높음,92,81,81,81
8965,근대된장국,국/찌개류,30,0,높음,48,52,52,52
8966,맛살콩나물냉채,반찬류,2,0,높음,46,59,59,59
8967,돼지고기김치찜,반찬류,77,48,보통,55,59,59,59
8968,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8969,시리얼요거트,후식류,7,0,높음,72,73,73,73
8970,흑미밥,밥류,65,0,높음,92,81,81,81
8971,근대된장국,국/찌개류,17,15,낮음,48,52,52,52
8972,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8973,돼지고기김치찜,반찬류,47,12,보통,55,59,59,59
8974,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8975,김구이,반찬류,4,0,높음,95,59,59,59
8976,시리얼요거트,후식류,7,0,높음,72,73,73,73
8977,흑미밥,밥류,72,14,높음,92,81,81,81
8978,근대된장국,국/찌개류,37,10,보통,48,52,52,52
8979,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8980,돼지고기김치찜,반찬류,35,18,보통,55,59,59,59
8981,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8982,시리얼요거트,후식류,7,7,낮음,72,73,73,73
8983,흑미밥,밥류,72,7,높음,92,81,81,81
8984,근대된장국,국/찌개류,25,15,보통,48,52,52,52
8985,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
8986,돼지고기김치찜,반찬류,71,24,보통,55,59,59,59
8987,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8988,김구이,반찬류,4,0,높음,95,59,59,59
8989,시리얼요거트,후식류,11,11,낮음,72,73,73,73
8990,흑미밥,밥류,72,0,높음,92,81,81,81
8991,근대된장국,국/찌개류,20,15,보통,48,52,52,52
8992,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
8993,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
8994,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
8995,시리얼요거트,후식류,19,0,높음,72,73,73,73
8996,흑미밥,밥류,94,0,높음,92,81,81,81
8997,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
8998,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
8999,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
9000,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9001,김구이,반찬류,4,0,높음,95,59,59,59
9002,시리얼요거트,후식류,7,0,높음,72,73,73,73
9003,흑미밥,밥류,7,0,높음,92,81,81,81
9004,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9005,김구이,반찬류,4,0,높음,95,59,59,59
9006,흑미밥,밥류,72,0,높음,92,81,81,81
9007,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
9008,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9009,김구이,반찬류,4,0,높음,95,59,59,59
9010,시리얼요거트,후식류,38,0,높음,72,73,73,73
9011,흑미밥,밥류,72,0,높음,92,81,81,81
9012,근대된장국,국/찌개류,15,15,낮음,48,52,52,52
9013,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
9014,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9015,시리얼요거트,후식류,15,0,높음,72,73,73,73
9016,흑미밥,밥류,87,0,높음,92,81,81,81
9017,근대된장국,국/찌개류,20,15,보통,48,52,52,52
9018,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
9019,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
9020,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9021,시리얼요거트,후식류,23,1,높음,72,73,73,73
9022,흑미밥,밥류,87,22,높음,92,81,81,81
